Gene,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
ENSG00000000003,0.936073785602926,1.076321524715891,0.5846769859484258,0.48818551123554754,0.799794784440327,0.5666060189849595,0.43077270729386763,0.4409971808634727,0.847547305777602,0.6411542057329052
ENSG00000000971,0.19149015090289495,0.14171195514590088,0.17246710076077512,0.22103961587364152,0.2734344469757434,0.1453945227573018,0.10336255358782746,0.1871186135877069,0.12611578762242473,0.1307095123805767
ENSG00000001084,0.2152643124704592,0.21487865752382299,0.2210332997402574,0.1879617887892268,0.21089712693056564,0.20318943352952357,0.19122150179041073,0.22495777478792417,0.2565670714641655,0.1868284425959362
ENSG00000001497,0.27936245668569676,0.2735457327847154,0.29055849600005884,0.32324600752946253,0.2927572766081625,0.28524305353255475,0.273078820234651,0.3079335251723887,0.28599661778916635,0.2965205554178198
ENSG00000001626,1.7962249119745455,1.7526957783880823,2.167029404947677,1.8833172060953791,1.9429385140068975,0.26505442956905334,0.4457485939623957,1.10664505258439,2.453906360482084,0.2681015173341608
ENSG00000001629,0.21049695224946866,0.19960628148098175,0.20911482347830512,0.1914770947761421,0.20618057697553227,0.2021545389080675,0.1917442706155268,0.203404564186497,0.22467739842531542,0.1705715958770823
ENSG00000002016,0.17850162345856382,0.19382500731444202,0.15310448918507097,0.1569503815483457,0.17077159985458623,0.18417983305251837,0.16704102642274127,0.16330456363946727,0.16595012731380226,0.18277035704556446
ENSG00000002549,0.49461132469984626,0.4744930839242606,0.37561332856572627,0.39625732591322493,0.5296695224720371,0.39365666676895017,0.3421488633160107,0.38161729753164125,0.39852989787833115,0.38949030287841263
ENSG00000002587,0.2237904283096902,0.2964617619058929,0.5247692236965964,0.8023010381344207,0.33874502620801666,0.4517356337671012,0.2832320599066947,0.6503644369389205,0.3416333269960776,0.7136866228772355
ENSG00000002726,0.02045062816782215,0.030387252471799457,0.02522413862588511,0.016788158654240815,0.016889765042367506,0.029076950233999192,0.029279503515828288,0.023169770680842507,0.02402080734137896,0.031156659007206357
ENSG00000002919,0.2506890030164224,0.2579920361090743,0.31936346639764535,0.38995315990639995,0.27097318876088594,0.31843014019605803,0.2782157328095533,0.3518269602687378,0.27078093979710277,0.36027632919610614
ENSG00000003096,0.040925252382849456,0.030780898910249682,0.051713821391111914,0.041602705256665984,0.046354713173008294,0.0355096847617697,0.03638070645792131,0.0407117827534596,0.04474361283272154,0.026313807365199886
ENSG00000003249,0.20113778228732304,0.17352395482829158,0.2067106864730255,0.12187075103884493,0.18199092990981525,0.09471548082813055,0.18773800008143446,0.10833531788488354,0.21008940437242685,0.11272044538534948
ENSG00000003436,1.1009902022313256,0.9693000108267489,0.9904186816234906,1.0331264063460361,1.274552371835415,1.0085378083248497,0.8883701378985822,1.037104538578372,0.8421099101411148,0.9837365974521454
ENSG00000003987,0.0897045300726485,0.07434509675867161,0.16798376987972893,0.15056458137708956,0.11501092335917891,0.17067961357320496,0.15364606587089413,0.16959584763405372,0.13600721461746357,0.10196116891931604
ENSG00000004399,0.7919453807112099,0.9680482133744803,0.24667336343154195,0.2942569069709982,0.6211104582656961,0.6535474589932943,0.3329186339516095,0.3273025664842351,0.5050053344096951,0.6965572669686071
ENSG00000004468,0.12190299847514183,0.18442674984269328,0.43559242747837695,0.7162461225726223,0.24424770198799037,0.4008993540793668,0.23665418808069566,0.5884429886117641,0.23044200328508896,0.6524433915860418
ENSG00000004660,0.14374106400915554,0.13963303345762815,0.1544833269572041,0.1904462741815423,0.1181000225485059,0.18045736755186845,0.19941614129825214,0.1855961801042954,0.16843759255518378,0.17771740223112054
