NAME,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000104213,0.0,0.039,0.815,0.002,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.004,0.002,0.0
ENSG00000104267,0.015,0.191,0.004,0.14,0.025,0.157,0.067,0.245,0.084,0.001,0.015,0.18600000000000005,0.013,0.204
ENSG00000104321,0.0,0.0,0.578,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.004
ENSG00000104332,0.002,0.09,1.384,0.001,0.0,0.001,0.0,0.004,0.0,0.0,0.0,0.015,0.0,0.0
ENSG00000104368,0.015,3.447,2.011,0.025,0.012,0.085,0.023,0.053,0.005,0.016,0.0,0.09,0.034,0.063
ENSG00000104435,0.003,0.001,1.2,0.004,0.0,0.001,0.002,0.0,0.0,0.002,0.0,0.001,0.001,0.019
ENSG00000104808,0.004,0.002,0.0,0.004,0.001,0.002,0.003,0.002,0.0,0.004,0.011,0.094,0.002,0.0
ENSG00000104921,0.005,0.005,0.004,0.092,0.433,0.002,0.004,0.028,2.7460000000000004,0.012,0.01,0.019,0.004,0.07200000000000001
ENSG00000104951,0.027000000000000003,0.026,0.087,0.534,0.015,0.224,0.068,0.68,0.028,0.016,0.0,0.193,0.048,0.8320000000000001
ENSG00000104974,0.0,0.001,0.001,0.331,0.001,0.0,0.001,0.093,0.002,0.0,0.0,0.001,0.0,0.0
ENSG00000105246,0.0,0.006,0.002,0.255,0.101,0.005,0.001,0.858,0.045,0.0,0.0,0.008,0.08900000000000001,0.196
ENSG00000105278,0.04,0.039,0.016,0.004,0.002,0.02,0.02,0.004,0.003,0.015,0.022,0.006999999999999999,0.018000000000000002,0.0
ENSG00000105374,28.565,0.111,0.146,0.377,0.079,0.481,6.231,0.155,0.209,0.139,0.152,0.184,0.165,0.313
ENSG00000105388,0.013,0.011,0.012,0.008,0.008,0.008,0.011,0.013,0.001,0.01,0.0,0.268,0.01,0.063
ENSG00000105426,0.004,0.01,0.615,0.001,0.01,0.002,0.006999999999999999,0.016,0.022,0.006,0.027000000000000003,0.07200000000000001,0.005,0.003
ENSG00000105472,0.116,0.055,2.97,0.465,0.011,0.01,0.027000000000000003,0.24,0.025,0.07400000000000001,0.304,0.073,0.039,0.426
ENSG00000105509,0.0,0.004,0.442,0.047,0.0,0.0,0.002,0.045,0.0,0.0,0.0,0.006,0.0,0.0
ENSG00000105609,0.0,0.004,0.0,0.424,0.002,0.002,0.002,0.006999999999999999,0.003,0.0,0.0,0.003,0.013,0.0
ENSG00000105664,0.0,0.001,0.35100000000000003,0.001,0.003,0.005,0.009000000000000001,0.002,0.003,0.004,0.0,0.002,0.004,0.0
ENSG00000105717,0.07,0.023,0.033,0.054000000000000006,0.093,0.58,0.485,0.043,0.05,0.271,0.16,0.034,0.5489999999999999,0.003
ENSG00000105808,0.022,1.225,0.055,0.105,0.042,0.065,0.077,0.073,0.048,0.102,0.13,0.032,0.055,0.0
ENSG00000105825,0.0,0.039,1.5719999999999998,0.003,0.006,0.0,0.001,0.045,0.0,0.0,0.0,0.002,0.0,0.008
ENSG00000105855,0.013,0.059,0.127,0.061,0.006999999999999999,0.014,0.013,0.063,0.016,0.011,0.01,0.07200000000000001,0.015,0.0
ENSG00000105894,0.0,0.023,2.8310000000000004,0.006999999999999999,0.002,0.003,0.002,0.0,0.002,0.002,0.0,0.02,0.004,0.003
ENSG00000105971,0.008,2.5610000000000004,0.6709999999999999,0.009000000000000001,0.006999999999999999,0.009000000000000001,0.012,0.009000000000000001,0.005,0.022,0.01,0.091,0.013,0.013
ENSG00000105974,0.015,15.62,2.898,0.043,0.018000000000000002,0.037000000000000005,0.023,0.03,0.025,0.021,0.012,0.358,0.087,0.034
ENSG00000106004,0.185,0.236,0.165,0.08199999999999999,0.003,0.003,0.006999999999999999,0.101,0.003,0.006,0.0,0.149,0.002,0.0
ENSG00000106018,0.04,0.001,0.454,0.003,0.002,0.004,0.029,0.003,0.006999999999999999,0.006999999999999999,0.0,0.006,0.004,0.0
ENSG00000106066,0.013,0.103,0.231,3.659,0.006999999999999999,0.009000000000000001,0.013,3.808,0.004,0.012,0.0,0.023,0.008,4.106
ENSG00000106123,0.014,0.014,0.054000000000000006,0.023,0.05,0.091,0.045,0.012,0.046,0.122,0.138,0.008,0.208,0.0
ENSG00000106211,0.438,11.64,10.621,4.557,1.018,0.8490000000000001,0.851,2.153,0.603,1.147,0.868,2.787,1.359,0.0
ENSG00000106258,0.059,0.069,0.098,0.026,0.065,0.065,0.078,0.033,0.035,0.098,0.034,0.83,0.07400000000000001,0.006999999999999999
ENSG00000106333,0.02,0.087,4.671,0.021,0.005,0.016,0.019,0.014,0.008,0.006999999999999999,0.0,0.062,0.006999999999999999,0.039
ENSG00000106366,0.024,1.116,2.955,0.029,0.006,0.003,0.01,0.02,0.0,0.008,0.011,0.037000000000000005,0.012,0.004
ENSG00000106483,0.0,0.003,1.561,0.001,0.001,0.0,0.0,0.023,0.0,0.0,0.0,0.008,0.0,0.0
ENSG00000106538,0.013,0.387,17.197,0.044,0.011,0.018000000000000002,0.025,0.038,0.011,0.009000000000000001,0.008,0.244,0.01,0.179
ENSG00000106541,0.08900000000000001,0.081,0.061,0.098,0.073,0.09,0.085,0.087,0.058,0.114,0.131,5.004,0.121,0.642
ENSG00000106546,0.223,1.08,0.435,1.429,0.094,0.473,0.25,1.079,0.099,0.121,0.034,0.244,0.491,1.179
ENSG00000106565,0.021,0.146,5.835,2.648,0.015,0.018000000000000002,0.021,1.4380000000000002,0.011,0.01,0.025,0.7709999999999999,0.015,3.4360000000000004
ENSG00000106624,0.022,0.145,2.929,0.006,0.015,0.006999999999999999,0.006999999999999999,0.005,0.03,0.017,0.048,0.061,0.011,0.018000000000000002
ENSG00000106809,0.0,0.0,0.581,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.009000000000000001,0.0
ENSG00000106819,0.003,0.056,2.245,0.006,0.001,0.003,0.003,0.0,0.0,0.002,0.01,0.038,0.003,0.003
ENSG00000106853,0.017,0.28300000000000003,0.413,0.049,0.009000000000000001,0.015,0.011,0.028,0.023,0.018000000000000002,0.0,0.489,0.012,0.0
ENSG00000106991,0.142,5.122000000000001,0.802,0.408,0.026,0.039,0.056,0.142,0.04,0.023,0.045,0.037000000000000005,0.023,0.54
ENSG00000107281,0.011,4.697,0.379,0.045,0.014,0.063,0.05,0.04,0.018000000000000002,0.084,0.07200000000000001,0.173,0.226,0.059
ENSG00000107317,0.114,0.599,15.958,0.134,0.009000000000000001,0.006,0.026,0.023,0.01,0.003,0.009000000000000001,0.163,0.015,0.075
ENSG00000107562,0.021,2.592,5.944,0.456,0.003,0.008,0.006999999999999999,0.027000000000000003,0.005,0.004,0.0,0.033,0.005,0.141
ENSG00000107611,0.008,0.101,0.032,0.005,0.014,0.027000000000000003,0.026,0.013,0.016,0.024,0.04,0.109,0.019,0.0
ENSG00000107796,0.041,0.381,16.14,0.07400000000000001,0.06,0.127,0.133,0.061,0.03,0.058,0.011,0.8190000000000001,0.335,0.057
ENSG00000108018,0.0,0.0,0.111,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.05,0.0,0.0
ENSG00000108342,0.0,0.35700000000000004,0.182,0.04,0.001,0.001,0.0,0.001,0.003,0.005,0.0,0.001,0.0,0.0
ENSG00000108381,0.011,0.005,0.498,0.003,0.013,0.011,0.005,0.019,0.013,0.015,0.0,0.08,0.012,0.004
ENSG00000108387,0.0,0.141,0.42,0.004,0.001,0.006,0.0,0.003,0.004,0.001,0.0,0.04,0.003,0.015
ENSG00000108551,0.037000000000000005,0.101,0.442,0.018000000000000002,0.009000000000000001,0.013,0.021,0.037000000000000005,0.004,0.013,0.0,0.201,0.019,0.032
ENSG00000108691,0.006999999999999999,1.324,8.433,0.262,0.006999999999999999,0.01,0.019,0.066,0.012,0.01,0.0,0.16,0.017,1.702
ENSG00000108700,0.005,0.016,4.732,0.096,0.001,0.003,0.003,0.006,0.001,0.0,0.0,0.019,0.002,1.11
ENSG00000108821,0.036000000000000004,0.168,36.093,0.06,0.055,0.037000000000000005,0.044,0.037000000000000005,0.02,0.026,0.061,0.239,0.023,0.06
ENSG00000109099,0.001,0.8640000000000001,3.323,0.545,0.012,0.014,0.013,0.112,0.006,0.012,0.0,0.787,0.015,0.898
ENSG00000109107,0.08199999999999999,0.063,0.08199999999999999,0.05,0.077,0.153,0.108,0.08,0.091,0.115,0.062,0.466,0.168,0.043
ENSG00000109321,58.002,0.402,0.711,15.373,1.91,2.968,3.875,20.778,1.798,2.78,2.603,8.748,0.743,0.0
ENSG00000109471,0.043,0.046,0.043,0.051,0.023,1.679,0.73,0.017,0.033,0.111,0.0,0.052000000000000005,0.081,0.0
ENSG00000109472,0.0,1.36,0.204,0.003,0.004,0.003,0.002,0.002,0.006,0.004,0.0,0.081,0.013,0.006999999999999999
ENSG00000109610,0.0,0.34,1.849,0.005,0.004,0.003,0.002,0.006999999999999999,0.002,0.002,0.0,0.226,0.001,0.027000000000000003
ENSG00000109684,0.222,0.012,0.01,0.01,0.09,0.025,0.013,0.245,0.037000000000000005,0.016,0.008,0.035,0.192,0.011
ENSG00000109846,0.008,0.047,0.7979999999999999,0.064,0.003,0.01,0.011,0.009000000000000001,0.003,0.006999999999999999,0.016,0.691,0.004,0.0
ENSG00000109861,1.416,1.055,7.483,6.72,0.287,0.871,1.103,1.44,0.232,0.439,0.239,0.447,3.259,4.6389999999999985
ENSG00000109943,1.34,0.017,0.037000000000000005,0.063,0.045,0.06,1.3869999999999998,0.05,0.041,0.095,0.333,0.025,0.049,0.107
ENSG00000110002,0.025,0.064,0.222,0.026,0.017,0.017,0.016,0.016,0.015,0.031,0.0,0.117,0.068,0.046
ENSG00000110077,0.036000000000000004,0.039,0.036000000000000004,9.011,0.015,0.028,0.034,4.645,0.017,0.026,0.009000000000000001,0.049,0.048,8.339
ENSG00000110079,0.004,0.004,0.006,1.28,0.004,0.002,0.006,0.199,0.002,0.003,0.0,0.003,0.0,1.5930000000000002
ENSG00000110244,0.022,0.003,0.028,0.025,0.044,0.052000000000000005,0.04,0.024,0.021,0.035,0.053,4.819,0.015,0.0
ENSG00000110245,0.013,0.018000000000000002,0.017,0.038,0.018000000000000002,0.03,0.024,0.008,0.024,0.024,0.086,5.95,0.013,0.0
ENSG00000110492,0.014,0.855,3.022,0.037000000000000005,0.015,0.012,0.014,0.039,0.012,0.029,0.019,0.83,0.032,0.061
ENSG00000110651,0.4920000000000001,1.947,2.8560000000000003,0.949,0.407,0.135,0.213,0.297,0.337,0.077,0.053,0.221,0.166,0.0
ENSG00000110693,0.012,0.044,0.644,0.034,0.018000000000000002,0.022,0.029,0.04,0.015,0.022,0.0,0.09,0.03,0.016
ENSG00000110799,0.053,7.39,0.012,0.011,0.014,0.01,0.006999999999999999,0.018000000000000002,0.004,0.01,0.0,0.008,0.017,0.006
ENSG00000110841,0.026,1.735,0.649,0.031,0.022,0.025,0.016,0.013,0.1,0.021,0.012,0.054000000000000006,0.023,0.0
ENSG00000110848,25.348000000000006,1.257,1.156,1.6,11.607,40.534,30.419,0.775,12.717,11.222,5.775,3.357,5.335,0.84
ENSG00000110900,0.0,0.034,0.13699999999999998,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.003,0.001
ENSG00000110944,0.042,0.006999999999999999,0.046,0.47,0.096,0.276,0.28,0.16699999999999998,0.033,0.096,0.045,0.06,0.104,0.266
ENSG00000111057,0.06,0.4920000000000001,0.3670000000000001,0.099,0.08800000000000001,0.099,0.096,0.181,0.086,0.21600000000000005,0.096,4.2189999999999985,0.108,0.279
ENSG00000111077,0.0,1.379,0.861,0.004,0.004,0.012,0.008,0.002,0.005,0.001,0.0,0.033,0.008,0.0
ENSG00000111341,0.029,14.29,10.384,0.036000000000000004,0.027000000000000003,0.025,0.034,0.014,0.027000000000000003,0.034,0.0,0.325,0.026,0.035
ENSG00000111404,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0
ENSG00000111537,2.128,0.048,0.083,0.121,0.051,1.266,3.618,0.077,0.131,0.075,0.013,0.129,0.172,0.017
ENSG00000111796,42.537,1.145,0.807,1.597,0.7709999999999999,44.31,25.168000000000006,0.579,1.734,8.668,0.319,4.794,23.879,0.09
ENSG00000111799,0.006999999999999999,0.077,2.9810000000000003,0.002,0.0,0.003,0.003,0.008,0.002,0.001,0.0,0.023,0.0,0.002
ENSG00000111863,0.003,0.003,0.014,0.053,0.012,0.033,0.02,0.086,0.031,0.276,0.085,0.147,0.588,0.015
ENSG00000111880,0.204,0.077,0.096,0.08,0.7509999999999999,0.136,0.155,0.08800000000000001,0.614,0.132,0.128,0.109,0.171,0.085
ENSG00000111961,0.0,1.136,0.393,0.258,0.002,0.004,0.006999999999999999,0.006999999999999999,0.004,0.001,0.0,0.039,0.008,0.0
ENSG00000112038,0.025,0.013,0.0,0.004,0.002,0.066,0.124,0.004,0.006,0.068,0.061,0.004,0.046,0.0
ENSG00000112096,0.325,1.948,7.082000000000002,15.125,0.429,0.526,0.387,4.18,0.403,0.578,0.35200000000000004,0.442,0.581,0.0
ENSG00000112115,0.042,0.025,0.008,0.062,0.006999999999999999,1.342,0.05,0.027000000000000003,0.01,0.003,0.013,0.028,0.287,0.0
ENSG00000112137,0.07200000000000001,0.196,0.064,3.4,1.105,0.031,0.03,4.006,1.899,0.038,0.012,0.348,0.083,0.997
ENSG00000112149,1.699,0.096,0.146,2.74,4.88,0.53,0.393,4.729,5.535,0.105,0.064,0.278,0.365,3.531
ENSG00000112175,0.0,0.012,1.624,0.0,0.002,0.001,0.001,0.001,0.0,0.0,0.0,0.003,0.0,0.005
ENSG00000112210,0.0,0.037000000000000005,0.407,0.006999999999999999,0.002,0.002,0.003,0.015,0.0,0.003,0.0,0.012,0.001,0.0
ENSG00000112414,0.006999999999999999,0.695,0.005,0.094,0.001,0.005,0.003,0.011,0.002,0.004,0.0,0.035,0.002,0.0
ENSG00000112419,0.217,0.931,0.913,0.485,0.066,0.466,0.305,0.365,0.056,0.194,0.042,0.163,1.061,0.35100000000000003
ENSG00000112562,0.0,0.021,0.35,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.011,0.037000000000000005,0.0,0.006999999999999999
ENSG00000112769,0.005,0.86,2.415,0.001,0.0,0.001,0.005,0.003,0.002,0.001,0.0,0.05,0.0,0.0
ENSG00000112773,0.366,0.026,1.3219999999999998,0.34700000000000003,0.038,0.036000000000000004,0.063,0.298,0.123,0.061,0.103,0.27,0.054000000000000006,0.331
ENSG00000112799,0.055,0.022,0.021,1.352,1.933,0.011,0.017,1.227,1.659,0.017,0.049,0.023,0.013,1.329
ENSG00000112818,0.0,0.001,0.0,0.003,0.003,0.004,0.005,0.005,0.0,0.009000000000000001,0.018000000000000002,0.266,0.0,0.0
ENSG00000112936,0.003,0.321,3.034,0.001,0.002,0.003,0.004,0.0,0.0,0.001,0.0,0.006999999999999999,0.003,0.001
ENSG00000113070,0.014,0.602,0.08900000000000001,1.807,0.016,0.032,0.028,0.7609999999999999,0.019,0.031,0.0,0.422,0.017,1.668
ENSG00000113083,0.0,0.463,0.6609999999999999,0.0,0.0,0.002,0.002,0.001,0.0,0.001,0.0,0.004,0.002,0.003
ENSG00000113088,7.261,0.038,0.047,0.053,0.048,0.196,3.622,0.034,0.185,0.134,0.05,0.05,0.213,0.01
ENSG00000113140,0.034,9.082,21.748,0.104,0.02,0.033,0.038,0.063,0.018000000000000002,0.02,0.021,0.968,0.036000000000000004,0.1
ENSG00000113369,0.335,0.6559999999999999,1.284,0.463,0.18600000000000005,0.287,0.458,0.185,0.388,0.305,0.312,0.174,0.35600000000000004,0.0
ENSG00000113594,0.0,4.337,0.88,0.005,0.003,0.006,0.008,0.001,0.002,0.002,0.0,0.009000000000000001,0.002,0.005
ENSG00000113657,0.0,1.14,1.2009999999999998,0.01,0.001,0.001,0.004,0.003,0.0,0.008,0.0,0.019,0.0,0.004
ENSG00000113721,0.023,0.188,1.253,0.006999999999999999,0.002,0.002,0.004,0.01,0.003,0.004,0.0,0.104,0.001,0.004
ENSG00000114013,0.027000000000000003,0.004,0.006,1.3019999999999998,0.336,0.006,0.006999999999999999,1.917,0.171,0.004,0.005,0.019,0.006999999999999999,1.3430000000000002
ENSG00000114113,0.011,0.024,0.057,0.071,0.033,0.056,0.043,0.05,0.037000000000000005,0.039,0.093,5.854,0.027000000000000003,0.0
ENSG00000114115,0.004,1.519,2.62,0.039,0.003,0.004,0.004,0.01,0.0,0.003,0.0,0.086,0.004,0.135
ENSG00000114200,0.0,0.08,0.485,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0
ENSG00000114251,0.0,0.039,0.524,0.036000000000000004,0.002,0.0,0.0,0.06,0.0,0.0,0.0,0.005,0.0,0.019
ENSG00000114315,0.026,6.399,2.08,2.595,0.268,0.039,0.048,0.665,0.242,0.044,0.013,0.917,0.067,3.808
ENSG00000114473,0.067,0.103,0.08,0.059,0.041,0.08900000000000001,0.118,0.08900000000000001,0.036000000000000004,0.032,0.02,0.042,0.066,0.0
ENSG00000114541,0.226,0.8390000000000001,0.073,0.698,0.026,0.597,0.279,0.343,0.08800000000000001,0.158,0.022,0.138,0.976,0.382
ENSG00000114771,0.004,0.001,0.006999999999999999,0.003,0.003,0.003,0.002,0.0,0.002,0.003,0.012,0.246,0.003,0.0
ENSG00000115008,0.0,0.0,0.0,0.303,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.001,0.005,0.0
ENSG00000115009,0.11,0.078,0.153,3.287,0.106,5.089,1.156,0.31,0.201,0.223,0.021,0.594,1.545,1.011
ENSG00000115263,0.0,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.0,0.006,0.011,0.113,0.004,0.006999999999999999
ENSG00000115306,0.316,5.2360000000000015,1.519,0.039,0.183,0.16399999999999998,0.197,0.042,0.145,0.255,0.235,0.333,0.225,0.0
ENSG00000115380,0.003,1.608,2.229,0.008,0.002,0.004,0.006,0.006,0.0,0.002,0.018000000000000002,0.011,0.002,0.02
ENSG00000115386,0.234,0.261,0.217,0.28800000000000003,0.227,0.251,0.227,0.261,0.174,0.354,0.345,17.055999999999994,0.316,0.426
ENSG00000115414,0.013,0.991,6.152,0.191,0.014,0.011,0.019,0.016,0.012,0.009000000000000001,0.0,0.063,0.015,0.06
ENSG00000115457,0.124,1.032,0.282,0.011,0.002,0.005,0.008,0.011,0.001,0.004,0.0,0.247,0.009000000000000001,0.054000000000000006
ENSG00000115461,0.004,1.009,14.970999999999998,0.011,0.006999999999999999,0.006999999999999999,0.006,0.012,0.002,0.061,0.0,0.171,0.008,0.031
ENSG00000115523,28.705,0.249,0.309,0.306,0.067,0.7040000000000001,3.0010000000000003,0.14800000000000002,0.11,0.054000000000000006,0.021,0.475,0.213,0.055
ENSG00000115590,0.012,0.015,0.037000000000000005,0.755,0.006999999999999999,0.024,0.006,1.306,0.006999999999999999,0.014,0.0,0.027000000000000003,0.488,0.3
ENSG00000115594,0.032,0.982,1.286,0.154,0.011,0.048,0.01,0.15,0.003,0.013,0.01,0.095,0.402,0.096
ENSG00000115602,0.005,0.011,0.08199999999999999,0.005,0.002,0.01,0.006999999999999999,0.009000000000000001,0.001,0.002,0.0,0.039,0.049,0.0
ENSG00000115641,0.024,0.205,2.121,0.012,0.012,0.017,0.025,0.019,0.017,0.022,0.024,0.275,0.023,0.033
ENSG00000115687,0.048,0.405,0.019,0.035,0.125,0.598,0.229,0.027000000000000003,0.142,1.22,1.067,0.04,0.642,0.029
ENSG00000115738,14.173,4.3439999999999985,1.854,3.986,0.48,12.127,14.069,12.568,0.575,4.128,2.924,4.335,3.93,2.149
ENSG00000115919,0.008,0.027000000000000003,0.049,1.018,0.396,0.002,0.005,1.008,0.194,0.006999999999999999,0.0,0.013,0.01,1.091
ENSG00000115956,0.7490000000000001,0.021,0.02,1.909,0.3720000000000001,0.021,0.133,1.753,0.161,0.013,0.0,0.081,0.085,2.464
ENSG00000115963,0.004,0.228,3.009,0.033,0.001,0.004,0.006,0.053,0.004,0.002,0.0,0.182,0.003,0.016
ENSG00000115970,0.139,0.174,0.198,0.168,0.104,0.262,0.105,0.165,0.152,0.084,0.08900000000000001,0.049,0.51,0.0
ENSG00000116016,0.83,5.6179999999999986,0.928,0.08800000000000001,0.015,0.191,0.199,0.03,0.011,0.031,0.019,0.217,0.063,0.07400000000000001
ENSG00000116031,0.006999999999999999,0.019,0.004,0.097,0.001,0.001,0.002,0.976,0.0,0.0,0.0,0.001,0.001,0.0
ENSG00000116194,0.0,0.031,2.202,0.0,0.004,0.001,0.002,0.006,0.0,0.0,0.0,0.015,0.004,0.0
ENSG00000116260,0.12,0.489,3.4810000000000003,0.341,0.048,0.064,0.08,0.201,0.031,0.063,0.062,0.097,0.071,0.0
